Name	Category	ID	Subname	Description	Link	Image
Broken Ankh	T	28	Eternal life?	When held, Isaac has a chance to be revived as ???. Can occur multiple times in the same run.	https://bindingofisaacrebirth.gamepedia.com/Broken_Ankh	../assets/images/trinkets/28.png
Fish Head	T	29	It stinks	Spawns a blue fly every time Isaac takes damage.	https://bindingofisaacrebirth.gamepedia.com/Fish_Head	../assets/images/trinkets/29.png
Pinky Eye	T	30	Poison shots	Adds a 10% chance to shoot a poison tear, dealing damage over time when inflicted.	https://bindingofisaacrebirth.gamepedia.com/Pinky_Eye	../assets/images/trinkets/30.png
Push Pin	T	31	Piercing shots	Adds a 10% chance to shoot a piercing and spectral tear.	https://bindingofisaacrebirth.gamepedia.com/Push_Pin	../assets/images/trinkets/31.png
Liberty Cap	T	32	Touch Fuzzy, Get Dizzy	Grants a chance of triggering Mini Mush, Odd Mushroom (Large), Odd Mushroom (Thin) or The Compass effects for the current room upon entering it.	https://bindingofisaacrebirth.gamepedia.com/Liberty_Cap	../assets/images/trinkets/32.png
Umbilical Cord	T	33	Fetal Protection	When Isaac's health is brought to half a red heart and no soul hearts, a Little Steven familiar spawns for the current room.	https://bindingofisaacrebirth.gamepedia.com/Umbilical_Cord	../assets/images/trinkets/33.png
Child's Heart	T	34	It calls out to its brothers.	Increases the chance of a heart pickup dropping after clearing a room, and the chance of finding a heart when opening a Chest.	https://bindingofisaacrebirth.gamepedia.com/Child%27s_Heart	../assets/images/trinkets/34.png
Curved Horn	T	35	DMG up	Increases damage by 2.	https://bindingofisaacrebirth.gamepedia.com/Curved_Horn	../assets/images/trinkets/35.png
Rusted Key	T	36	It feels lucky?	Improves the chances of finding keys.	https://bindingofisaacrebirth.gamepedia.com/Rusted_Key	../assets/images/trinkets/36.png
Goat Hoof	T	37	Speed up	Increases speed by 0.15.	https://bindingofisaacrebirth.gamepedia.com/Goat_Hoof	../assets/images/trinkets/37.png
Mom's Pearl	T	38	It emanates purity	Grants a secondary 10% chance of any non-specific heart drop turning into a soul heart.	https://bindingofisaacrebirth.gamepedia.com/Mom%27s_Pearl	../assets/images/trinkets/38.png
Cancer	T	39	Yay, cancer!	-2 Tear Delay (effectively increases firerate of tears).	https://bindingofisaacrebirth.gamepedia.com/Cancer_(Trinket)	../assets/images/trinkets/39.png
Red Patch	T	40	Your rage grows	Grants a chance of increasing damage by 1.8 for the current room upon taking damage.	https://bindingofisaacrebirth.gamepedia.com/Red_Patch	../assets/images/trinkets/40.png
Match Stick	T	41	Tastes like burning	Increases the chance of Bombs dropping after clearing a room, and the chance of finding Bombs when opening a Chest.	https://bindingofisaacrebirth.gamepedia.com/Match_Stick	../assets/images/trinkets/41.png
Lucky Toe	T	42	Luck up!	Increases Luck by 1.	https://bindingofisaacrebirth.gamepedia.com/Lucky_Toe	../assets/images/trinkets/42.png
Cursed Skull	T	43	Cursed?	If Isaac has less than one full red heart after taking damage, he will be immediately teleported to the last cleared room he was in.	https://bindingofisaacrebirth.gamepedia.com/Cursed_Skull	../assets/images/trinkets/43.png
Safety Cap	T	44	Don't swallow it	Improves the chance of Pills dropping after clearing a room, and the chance of finding a Pill when opening a Chest.	https://bindingofisaacrebirth.gamepedia.com/Safety_Cap	../assets/images/trinkets/44.png
Ace of Spades	T	45	Luck of the draw	Increases the chance of tarot cards or playing cards dropping after clearing a room, and the chance of finding cards when opening a chest.	https://bindingofisaacrebirth.gamepedia.com/Ace_of_Spades	../assets/images/trinkets/45.png
Isaac's Fork	T	46	Consume thy enemy	A chance to heal Isaac for 1/2 a red heart upon clearing a room.	https://bindingofisaacrebirth.gamepedia.com/Isaac%27s_Fork	../assets/images/trinkets/46.png
A Missing Page	T	48	It glows with power	5% chance to induce The Necronomicon's effect upon taking damage.	https://bindingofisaacrebirth.gamepedia.com/A_Missing_Page	../assets/images/trinkets/48.png
Bloody Penny	T	49	Wealth of health	Gives a 50% chance to drop a half heart when money is collected.	https://bindingofisaacrebirth.gamepedia.com/Bloody_Penny	../assets/images/trinkets/49.png
Burnt Penny	T	50	Wealth of chaos	Gives a 50% chance to drop a bomb when money is collected.	https://bindingofisaacrebirth.gamepedia.com/Burnt_Penny	../assets/images/trinkets/50.png
Flat Penny	T	51	Wealth of answers	Gives a 50% chance of spawning a key upon collecting a penny.	https://bindingofisaacrebirth.gamepedia.com/Flat_Penny	../assets/images/trinkets/51.png
Counterfeit Penny	T	52	Wealth of wealth	Gives a 50% chance of increasing the value of every coin pickup by one.	https://bindingofisaacrebirth.gamepedia.com/Counterfeit_Penny	../assets/images/trinkets/52.png
Tick	T	53	Well, that's not coming off	Drains 15% health of each enemy with more than 60 HP (ie. most bosses). It also restores one red heart of Isaac whenever he enters an uncleared boss room. The Tick cannot be swapped out for another trinket.	https://bindingofisaacrebirth.gamepedia.com/Tick	../assets/images/trinkets/53.png
Isaac's Head	T	54	Dead friend	Gives the player Isaac's severed head as a tear-firing familiar. Fires piercing tears.	https://bindingofisaacrebirth.gamepedia.com/Isaac%27s_Head	../assets/images/trinkets/54.png
Maggy's Faith	T	55	Faith's reward	Gives an eternal heart at the start of every floor.	https://bindingofisaacrebirth.gamepedia.com/Maggy%27s_Faith	../assets/images/trinkets/55.png
Judas' Tongue	T	56	Payment Received	Items in the Devil Room only cost 1 heart. Soul heart trades still cost 3 soul hearts.	https://bindingofisaacrebirth.gamepedia.com/Judas%27_Tongue	../assets/images/trinkets/56.png
???'s Soul	T	57	Imaginary Friend	Spawns a familiar that floats slowly around the room on a pattern similar to The Peeper and fires spectral and homing tears.	https://bindingofisaacrebirth.gamepedia.com/%3F%3F%3F%27s_Soul	../assets/images/trinkets/57.png
Samson's Lock	T	58	Your rage grows	1/15 chance to increase damage by 0.5 for the current room each time an enemy dies.	https://bindingofisaacrebirth.gamepedia.com/Samson%27s_Lock	../assets/images/trinkets/58.png
Cain's Eye	T	59	May you see your destination	When starting a floor, 25% chance to get the The Compass effect for the duration of a floor.	https://bindingofisaacrebirth.gamepedia.com/Cain%27s_Eye	../assets/images/trinkets/59.png
Eve's Bird Foot	T	60	Revenge from beyond	5% chance to spawn a Dead Bird familiar for the current room each time an enemy dies.	https://bindingofisaacrebirth.gamepedia.com/Eve%27s_Bird_Foot	../assets/images/trinkets/60.png
The Left Hand	T	61	The left-hand path reaps dark rewards	Replaces brown chests and golden chests with red chests.	https://bindingofisaacrebirth.gamepedia.com/The_Left_Hand	../assets/images/trinkets/61.png
Shiny Rock	T	62	It shines for its brothers	Tinted rocks and rocks with crawl spaces will flash white every 10 seconds.	https://bindingofisaacrebirth.gamepedia.com/Shiny_Rock	../assets/images/trinkets/62.png
Safety Scissors	T	63	Fuse Cutter	Troll bombs turn into Bomb pickups before they explode. Mega troll bombs turn into 1+1 free bombs before they explode.	https://bindingofisaacrebirth.gamepedia.com/Safety_Scissors	../assets/images/trinkets/63.png
Rainbow Worm	T	64	Bleep Bloop Blop	Isaac's tears gain a worm effect that changes every 3 seconds.	https://bindingofisaacrebirth.gamepedia.com/Rainbow_Worm	../assets/images/trinkets/64.png
Tape Worm	T	65	Floooooooooop!	Doubles Isaac's range and halves his tear height.	https://bindingofisaacrebirth.gamepedia.com/Tape_Worm	../assets/images/trinkets/65.png
Lazy Worm	T	66	Pft	Tear shot speed is greatly reduced.	https://bindingofisaacrebirth.gamepedia.com/Lazy_Worm	../assets/images/trinkets/66.png
Cracked Dice	T	67	You feel cursed... kinda.	Whenever Isaac gets hit, there is a chance that the effect of The D6, D8, D12, or D20 gets activated.	https://bindingofisaacrebirth.gamepedia.com/Cracked_Dice	../assets/images/trinkets/67.png
Super Magnet	T	68	It Pulls	Pulls enemies and pickups towards Isaac.	https://bindingofisaacrebirth.gamepedia.com/Super_Magnet	../assets/images/trinkets/68.png
Faded Polaroid	T	69	You feel faded	Occasionally causes Isaac to blend into the ground, which briefly confuses all enemies in the room.	https://bindingofisaacrebirth.gamepedia.com/Faded_Polaroid	../assets/images/trinkets/69.png
Louse	T	70	Itchy, tasty...	Occasionally spawns a blue spider.	https://bindingofisaacrebirth.gamepedia.com/Louse	../assets/images/trinkets/70.png
Bob's Bladder	T	71	Creepy bombs	Leaves a pool of green creep under all bombs Isaac places, which damages enemies that walk over it.	https://bindingofisaacrebirth.gamepedia.com/Bob%27s_Bladder	../assets/images/trinkets/71.png
Watch Battery	T	72	Lil charge	Increased chance of batteries spawning. Has a chance to add an extra charge to Isaac's activated item upon completing a room.	https://bindingofisaacrebirth.gamepedia.com/Watch_Battery	../assets/images/trinkets/72.png
Blasting Cap	T	73	Pop! Pop!	Exploding bombs have a chance to drop another bomb pickup.	https://bindingofisaacrebirth.gamepedia.com/Blasting_Cap	../assets/images/trinkets/73.png
Stud Finder	T	74	The ground below feels hollow...	Increases the chance to find a Crawl Space.	https://bindingofisaacrebirth.gamepedia.com/Stud_Finder	../assets/images/trinkets/74.png
Error	T	75	Effect not found?	Gives a random trinket effect each room.	https://bindingofisaacrebirth.gamepedia.com/Error	../assets/images/trinkets/75.png
Poker Chip	T	76	It's double down time!	Chests have a 50% chance of paying out with extra pickups and a 50% chance of paying out with nothing or enemies.	https://bindingofisaacrebirth.gamepedia.com/Poker_Chip	../assets/images/trinkets/76.png
Blister	T	77	Bounce back!	Increases knockback of tears.	https://bindingofisaacrebirth.gamepedia.com/Blister	../assets/images/trinkets/77.png
Second Hand	T	78	Extended stat effect time!	Increases the time that status effects stay on enemies.	https://bindingofisaacrebirth.gamepedia.com/Second_Hand	../assets/images/trinkets/78.png
Endless Nameless	T	79	I'm stuck in a loop...	When Isaac uses a pill, card, or rune, there is a chance to spawn another one of the same type.	https://bindingofisaacrebirth.gamepedia.com/Endless_Nameless	../assets/images/trinkets/79.png
Black Feather	T	80	With darkness comes power	Increases Isaac's damage for possessing certain evil items.	https://bindingofisaacrebirth.gamepedia.com/Black_Feather	../assets/images/trinkets/80.png
Blind Rage	T	81	Blind to damage	Increases invincibility time after getting hit.	https://bindingofisaacrebirth.gamepedia.com/Blind_Rage	../assets/images/trinkets/81.png
Golden Horse Shoe	T	82	Feel lucky?	+15% chance for a Treasure Room with two items to spawn.	https://bindingofisaacrebirth.gamepedia.com/Golden_Horse_Shoe	../assets/images/trinkets/82.png
Store Key	T	83	Stores are open	Automatically opens all Shops.	https://bindingofisaacrebirth.gamepedia.com/Store_Key	../assets/images/trinkets/83.png
Rib of Greed	T	84	Feels greedy	Prevents Greed and Super Greed from appearing in shops and secret rooms.	https://bindingofisaacrebirth.gamepedia.com/Rib_of_Greed	../assets/images/trinkets/84.png
Karma	T	85	Karma up	Donating to a donation machine has a chance to heal Isaac for a full red heart or spawn a beggar. Increases the chance that donating to a Donation Machine will increase Isaac's luck.	https://bindingofisaacrebirth.gamepedia.com/Karma	../assets/images/trinkets/85.png
Lil Larva	T	86	The poop is moving...	Spawns a blue fly from every pile of poop that Isaac destroys.	https://bindingofisaacrebirth.gamepedia.com/Lil_Larva	../assets/images/trinkets/86.png
Mom's Locket	T	87	You feel her love	Grants half a red heart each time a key is used. Converts half red heart pickups into full red hearts.	https://bindingofisaacrebirth.gamepedia.com/Mom%27s_Locket	../assets/images/trinkets/87.png
NO!	T	88	Never again!	Prevents active items from being generated, if possible.	https://bindingofisaacrebirth.gamepedia.com/NO!	../assets/images/trinkets/88.png
Child Leash	T	89	Keep your friends close...	Causes familiars to stay closer to each other.	https://bindingofisaacrebirth.gamepedia.com/Child_Leash	../assets/images/trinkets/89.png
Brown Cap	T	90	Fartoom!	Poop blocks will explode after being destroyed.	https://bindingofisaacrebirth.gamepedia.com/Brown_Cap	../assets/images/trinkets/90.png
Meconium	T	91	Eww	Poop has a chance to turn into black poop.	https://bindingofisaacrebirth.gamepedia.com/Meconium	../assets/images/trinkets/91.png
Cracked Crown	T	92	Stat booster	Grants extra stat upgrades based on Isaac's passive items that increase stats, -20% tear delay.	https://bindingofisaacrebirth.gamepedia.com/Cracked_Crown	../assets/images/trinkets/92.png
Used Diaper	T	93	You stink	Grants the Skatole effect in some rooms.	https://bindingofisaacrebirth.gamepedia.com/Used_Diaper	../assets/images/trinkets/93.png
Fish Tail	T	94	It also stinks!	Items and trinkets that generate blue flies or blue spiders will generate twice as many.	https://bindingofisaacrebirth.gamepedia.com/Fish_Tail	../assets/images/trinkets/94.png
Black Tooth	T	95	It looks dead	Adds a chance to fire a black tooth that poisons enemies.	https://bindingofisaacrebirth.gamepedia.com/Black_Tooth	../assets/images/trinkets/95.png
Ouroboros Worm	T	96	Foop foop!	Tears travel in a large spiral pattern and become spectral.	https://bindingofisaacrebirth.gamepedia.com/Ouroboros_Worm	../assets/images/trinkets/96.png
Tonsil	T	97	Sick...	When hit, there is a small chance a removed tonsil familiar starts following Isaac, blocking enemy shots.	https://bindingofisaacrebirth.gamepedia.com/Tonsil	../assets/images/trinkets/97.png
Nose Goblin	T	98	Seems magic...	Chance to fire a booger that sticks to enemies and deals damage over time.	https://bindingofisaacrebirth.gamepedia.com/Nose_Goblin	../assets/images/trinkets/98.png
Super Ball	T	99	Boing!	Makes tears have a chance to bounce off enemies and obstacles.	https://bindingofisaacrebirth.gamepedia.com/Super_Ball	../assets/images/trinkets/99.png
Vibrant Bulb	T	100	It needs power	Provides a boost to all stats when Isaac's active item is fully charged.	https://bindingofisaacrebirth.gamepedia.com/Vibrant_Bulb	../assets/images/trinkets/100.png
Dim Bulb	T	101	I think it's broken	Provides a boost to all stats when Isaac's active item is completely uncharged.	https://bindingofisaacrebirth.gamepedia.com/Dim_Bulb	../assets/images/trinkets/101.png
Fragmented Card	T	102	Double moon	Makes two Secret Rooms spawn on each floor.	https://bindingofisaacrebirth.gamepedia.com/Fragmented_Card	../assets/images/trinkets/102.png
Equality!	T	103	=	Turns pickups into their doubled versions while Isaac's numbers of coins, bombs, and keys are equal.	https://bindingofisaacrebirth.gamepedia.com/Equality!	../assets/images/trinkets/103.png
Wish Bone	T	104	Make a wish	Taking damage has a small chance to destroy the trinket and spawn a random item.	https://bindingofisaacrebirth.gamepedia.com/Wish_Bone	../assets/images/trinkets/104.png
Bag Lunch	T	105	I wonder what it is	Taking damage has a small chance to destroy the trinket and spawn Lunch.	https://bindingofisaacrebirth.gamepedia.com/Bag_Lunch	../assets/images/trinkets/105.png
Lost Cork	T	106	Uncorked	Increases the radius of any creep produced by Isaac.	https://bindingofisaacrebirth.gamepedia.com/Lost_Cork	../assets/images/trinkets/106.png
Crow Heart	T	107	Drain me	Red heart damage will be taken before soul and black heart damage.	https://bindingofisaacrebirth.gamepedia.com/Crow_Heart	../assets/images/trinkets/107.png
Walnut	T	108	That's a hard nut to crack!	Being hit by explosions will eventually destroy the trinket and spawn various pickups.	https://bindingofisaacrebirth.gamepedia.com/Walnut	../assets/images/trinkets/108.png
Duct Tape	T	109	Stuck!	Stops Isaac's familiars from moving.	https://bindingofisaacrebirth.gamepedia.com/Duct_Tape	../assets/images/trinkets/109.png
Silver Dollar	T	110	Feels lucky...	Shops appear in Chapter 4.	https://bindingofisaacrebirth.gamepedia.com/Silver_Dollar	../assets/images/trinkets/110.png
Bloody Crown	T	111	Drips with blood...	Treasure Rooms appear in Chapter 4.	https://bindingofisaacrebirth.gamepedia.com/Bloody_Crown	../assets/images/trinkets/111.png
Pay to Win	T	112	...	Restock boxes always spawn in Item Rooms.	https://bindingofisaacrebirth.gamepedia.com/Pay_to_Win	../assets/images/trinkets/112.png
Locust of War	T	113	I bring War	Upon entering a room with enemies, spawns a Red Locust which detonates upon impact with enemies.	https://bindingofisaacrebirth.gamepedia.com/Locust_of_War	../assets/images/trinkets/113.png
Locust of Pestilence	T	114	I bring Pestilence	Upon entering a room with enemies, spawns a Green Locust which damages and poisons enemies.	https://bindingofisaacrebirth.gamepedia.com/Locust_of_Pestilence	../assets/images/trinkets/114.png
Locust of Famine	T	115	I bring Famine	Upon entering a room with enemies, spawns a Yellow Locust that damages and slows enemies.	https://bindingofisaacrebirth.gamepedia.com/Locust_of_Famine	../assets/images/trinkets/115.png
Locust of Death	T	116	I bring Death	Upon entering a room with enemies, spawns a Black Locust that does a very high amount of damage.	https://bindingofisaacrebirth.gamepedia.com/Locust_of_Death	../assets/images/trinkets/116.png
Locust of Conquest	T	117	I bring Conquest	Upon entering a room with enemies, spawns 2-5 White Locusts which damage enemies.	https://bindingofisaacrebirth.gamepedia.com/Locust_of_Conquest	../assets/images/trinkets/117.png
Bat Wing	T	118	They are growing...	Upon killing an enemy, has a chance to grant flight for the rest of the room.	https://bindingofisaacrebirth.gamepedia.com/Bat_Wing	../assets/images/trinkets/118.png
Stem Cell	T	119	Regen!	Heals for half a heart upon traveling to the next floor.	https://bindingofisaacrebirth.gamepedia.com/Stem_Cell	../assets/images/trinkets/119.png
Hairpin	T	120	Danger charge	Fully recharges Isaac's active item upon entering a boss fight.	https://bindingofisaacrebirth.gamepedia.com/Hairpin	../assets/images/trinkets/120.png
Wooden Cross	T	121	My faith protects me	Grants a Holy Mantle shield upon entering a new floor, which protects against one hit of damage.	https://bindingofisaacrebirth.gamepedia.com/Wooden_Cross	../assets/images/trinkets/121.png
Butter!	T	122	Can't hold it!	Using an active item will drop it onto a pedestal on the ground. Taking damage may result in dropping a passive item.	https://bindingofisaacrebirth.gamepedia.com/Butter!	../assets/images/trinkets/122.png
Filigree Feather	T	123	Angelic Spoils!	Angels drop items instead of key pieces when defeated.	https://bindingofisaacrebirth.gamepedia.com/Filigree_Feather	../assets/images/trinkets/123.png
Door Stop	T	124	Hold the door!	The last door Isaac went through stays open, allowing him to leave the room even if enemies are in it.	https://bindingofisaacrebirth.gamepedia.com/Door_Stop	../assets/images/trinkets/124.png
Extension Cord	T	125	Charged friends	Beams of yellow electricity flow between Isaac and his familiars, damaging any enemies between them.	https://bindingofisaacrebirth.gamepedia.com/Extension_Cord	../assets/images/trinkets/125.png
Rotten Penny	T	126	Wealth of flies	Spawns a blue fly every time a coin is picked up.	https://bindingofisaacrebirth.gamepedia.com/Rotten_Penny	../assets/images/trinkets/126.png
Baby-Bender	T	127	Feed them magic!	Grants Isaac's familiars homing shots.	https://bindingofisaacrebirth.gamepedia.com/Baby-Bender	../assets/images/trinkets/127.png
Finger Bone	T	128	It looks brittle	Grants a chance to gain a bone heart upon taking damage.	https://bindingofisaacrebirth.gamepedia.com/Finger_Bone	../assets/images/trinkets/128.png
